tweet_text_cleaned,user_description_cleaned,source,original_tid,u_id,label,is_synthetic,model
"RT {{MENTION}}: Im sure you can appreciate {{MENTION}} that I cant give all my techniques away as im also trying to run a business, 10 years …",,following_22,t_369443868745662464,270,0,0,original
RT {{MENTION}}: Hey #salisburyhour can I join you? Just getting back into twitter!,"⭐Join us every Wednesday at 8pm for #salisburyhour⭐ Chat, fave, follow and retweet all tweets containing #salisburyhour all welcome to join! 🗨💛",following_5,t_1161718920241438720,182,0,0,original
"RT {{MENTION}}: Albert Thiry, poterie de Vallauris {{URL}} via {{MENTION}} #céramique #Vallauris #poterie #artisans #km0 #Speci…","Do you have a unique & colorful style? If so, check out my unique handmade jewelry, ornaments & gifts. Nothing here is mass produced! Handmade with ❤️",following_22,t_1485328609258577921,212,0,0,original
"RT {{MENTION}}: Google computers defeat humans at 2,500-year-old, ""seemingly uncrackable"" Chinese game {{URL}} {{URL}}","MA honours graduate in Asian Studies, business & language. Content mostly IoT Tech, Asian culture/business focused & 中文language orientated.你呢？",follower_26,t_692619782340894721,516,0,0,original
RT {{MENTION}}: The legendary #53 John Lund is sure to please the crowd {{URL}},Walt's second cell phone,follower_1,t_1193669016583311360,397,0,0,original
RT {{MENTION}}: We touched on this happening in Philly after CM Punk/Daniel Garcia. It's understandable. Tapings go past 11:30pm on a Wednes…,Apron Work Podcast Co-Host | Former {{MENTION}}_Eagles Writer | Sports & Wrestling Junkie | Part-Time Gamer,follower_51,t_1453929041782878210,980,0,0,original
"Probably 99% of ""ivory trafficking"" in U.S. is pre-CITES and previously legal, not poached, ivory. #saveelephants and #saveantiques too!","Opposing CT hb5578, MA h1275, RI2796 which ban antique ivory. Save elephants without violating property rights, gun rights, art, history and culture.",follower_119,t_709547548139200514,2,0,0,original
Saint Vincent & the Grenadines {{URL}},From trending post to viral video we make it happen. Go viral with our game changing #socialmediamarketing services. #smmpanel #socialmedia #allmarketingtrends,following_29,t_1190803643739467776,138,0,0,original
A superb 18th century European carved ivory dish. 11½in wide. Fine Antique 16 September. Estimate: £1500-2000 {{MENTION}} {{URL}},"John Nicholson's Auctioneers are the largest auctioneers in the south of England, holding regular Fine Art, General and Antiquarian Auctions",seed_r1,t_1437464103895945219,1071,1,0,original
What usually happens {{URL}},just tweeting my life ,follower_55,t_741767992359411712,153,0,0,original
"Finally, our webshop Mammoth Ivory Carvings is online! Check it out! {{URL}}","Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands",seed_r1,t_24009672566,5,1,0,original
RT {{MENTION}}: The garrison became a famous symbol of Ukrainian resistance last week after their supposed final words to the Russian force…,"Keith R. Amery. BA (Hons); MA; MA; Trading on-line as Ihnasiyah Gallery at {{URL}} in Antiquities & Ancient Art, Fossils, Meteorites & Jewellery",follower_22,t_1498274980601212931,466,0,0,original
8 awesome facts on The Beatles' Sgt. Pepper's released 48 years ago today {{URL}},"Contemporary rock musician. Explorer of ideas. Bearer of beautiful, uncomfortable truths. New single 'Farm on Mars' out now! 👨🏼‍🚀",follower_13,t_605535179818549248,560,0,0,original
RT {{MENTION}}: 15%OFF #Wedges #BlackandWhiteShoes #PolkaDots #Sandals #OpenToeShoes 5.5 – 10 NWOB #WildDiva #VLV #Party #PolkadotWedges…,"A Memphis girl, a junker, thrifter, Top Rated eBay seller & love all things old. Also a photographer & collagist. I RT often! Enjoy my {{MENTION}} auctions & more!",following_45,t_971764368617758721,440,0,0,original
Where is the best breakfast in lewes? I can't decide !,lewes chocolate company a good place for chocolate!,follower_32,t_254851064124297216,226,0,0,original
"RT {{MENTION}}_Home: Long scarf, Crochet lace scarf, neckerchief, handmade necklace, skinny, Narrow crochet scarf, Women gift, ivory scarf http…","Fiendish Vintage Jewelry hunter, lover of animals, love to share Human interest, Humor, handmade jewelry tinkerer, Twiitter Rocks! Check out my Ebay site!",follower_107,t_1300435196261490688,91,0,0,original
Look at this illustrious yet overwhelming creation of these Mythical Figurines of Eight Deities sculpted with original mammoth ivory. New Year Sale Upto 20% Off Buy Now @ {{URL}} #MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}},I love Art especially Carved legal ivory,seed_0,t_1080855530158112768,11,1,0,original
ПРАВОСЛАВНЫЙ ТЕРРОРИСТ атаковал автосалон в Екатеринбурге {{URL}},"Do not be like Philip Kirkorov, visit my blog: {{URL}}",follower_67,t_467397462043672576,181,0,0,original
"RT {{MENTION}}: Faux Pearl Floral Silver Tone Lavalier or ""Y"" Chain Necklace vintage, pearls, floral, clear beads, dangles, gift for her…","Designer Clothing, #Vintage, Antiques, #Collectibles, Scrubs, Athletic Apparel, Sporting Goods, Fan Shop & More #Ebay #Amazon #RT #FF #electronics",follower_22,t_1368764539962003460,815,0,0,original
"1. Gods' Man is one of my favourite books. It's wordless, and has an artist who makes a bad deal with an evil demon bearing gifts. We all know how this story ends. {{URL}}","Antiquarian booksellers in business since 1761. The shop, that is, not the staff. Our staff have normal human lifespans. Posts by Oliver.",following_22,t_1423646313212698632,543,0,0,original
"{{MENTION}} I'm not sure what you mean - it is an upcycled, recycled, non-ivory-containing, post-shabby-chic, industrial, 'honest', former cargo transportation device... I am putting it on Ruby Land and First Dibs for £10k... You watch it fly...",Mark Littler LTD 🥃 Rare bottle marketplace 🥃 Cask brokerage 🥃 Whisky investment education,follower_48,t_1017015117970575360,49,0,0,original
RT {{MENTION}}: #HelloWeekend from Butler County! #history #PaddysRun {{URL}},"1920's dance hall, all original, tin ceiling and wood floors, shop back in time, wonder through our 4 floors of aniques and collectables with over 95 dealers",follower_67,t_571652656445464576,601,0,0,original
RT {{MENTION}}: {{URL}} #stretchbracelet #vintage #bracelet #Lucite #coral #massive #runway #statement #cream #ivorycol…,#bitcoinacceptedhere #JW 🐇 Hopping on #vintage #trendy #wearable/#home #decor with a #rescue #bunnyrabbit mascot on #Ebay,follower_108,t_1143520889339879427,107,0,0,original
RT {{MENTION}}: {{MENTION}} {{MENTION}} I purchase many items at thrift stores. Here’s a hint: pick a color. Mine is green. I buy old s…,"#SoulsHarbour co-founder & CEO. Serving 100,000+ meals yearly in Halifax, Bridgewater & Truro. #MissionMart 🛒 thrift store now open - 265 Susie Lake Crescent",follower_19,t_1463667582104489988,158,0,0,original
BBC News - Ivory trade to be banned in UK 'to protect elephants' {{URL}},"Art dealers in late 19th C and early 20th C paintings, prints and posters. Lovers of design, colour and composition. Look at our stock online at {{URL}}",follower_88,t_916391862587367425,63,0,0,original
"RT {{MENTION}}: Rare 15.5cm wide Roman carved ivory relief dating to the 2nd-3rd century AD, depicting a drunken… {{URL}}","International PR/Media agency working across all sectors of the arts, high end property, culture, digital media and sports industries.",seed_r1,t_972067962155827201,1098,1,0,original
I've watched so much Dr Who I'm quoting him in my sleep #drwhoisaboss,"I'm a blogger, reader, poet, movie watcher, and a AWESOME person:) follow me for updates on my blog and great quotes and much much more:)",follower_15,t_347088208405884928,879,0,0,original
RT {{MENTION}}_retweeter: Check out Mikasa Fine Porcelain Ribbon Holly Sleigh Centerpiece Bowl FK017 Ivory Color #Mikasa {{URL}},Awesome Wood Products on Etsy: {{URL}},follower_6,t_1450451582571646979,121,0,0,original
"RT {{MENTION}}: A 19th Century Dieppe ivory and wood #orb, the top with a carved triptych figure of #JoanofArc. EST: £2,000-3,000 and a…",antiques and art valuer and dealer with established Nationwide business. Television expert on Dickinsons Real Deal and Secret Dealers for ITV,following_33,t_1107906105747873793,1104,1,0,original
"RT {{MENTION}}_IAAH: Avui recuperem el #catàleg de l’exposició “Imatges secretes. #Picasso i l’estampa eròtica japonesa” ({{MENTION}}, 2009…",El Museu Picasso de Barcelona és el centre de referència per al coneixement dels anys de formació de Pablo Picasso.,following_29,t_1306148228245655557,303,0,0,original
RT {{MENTION}}: Nicole Scherzinger - Right There ft. 50 Cent {{URL}} via {{MENTION}},D.ZURIK ​K. H. REX V JOSEF The past is a place of reference...not a place of residence ...080670,follower_31,t_1308811828508712960,597,0,0,original
RT {{MENTION}}: How low will oil prices go? Gary Shilling predicts $10-20 {{URL}} {{URL}},CEO at Rialto Trade Company,follower_74,t_654064661994864640,728,0,0,original
RT {{MENTION}}: On 27 January 2021 we will commemorate the 76th anniversary of the liberation of the German Nazi Auschwitz concentrati…,,follower_13,t_1338826363017506821,899,0,0,original
Thunder & lightning here again. That's two days on the trot. WTF is going on with the weather. It's almost June?!🐠,"Welsh. Carp Fishing Mad, Bored, Frustrated Intellectual/Academic with 3 PhD's! Am also a Cat Loving Witch, with SLE & Sjogren's :-)",follower_0,t_337959633899642880,168,0,0,original
RT {{MENTION}}_Editorial: ATG cover this week: Less ivory to be shown on {{MENTION}}_ARoadshow & the 4500 year old Egyptian statue sold {{MENTION}} htt…,"Small handed human/advertising nerd. Partial to sounds, science, glasses of milk & watching The West Wing on repeat. Proudly {{MENTION}} (views all mine).",following_21,t_488710743005888512,116,0,0,original
Elephant poaching will not be stopped by banning the sale of antique ivory but by working together to uphold the law #protectantiqueivory,"Pippa Deeley Auctions is a friendly and professional country auction house  holding sales of Antiques, Collectables and Fine Art and specialising in Jewellery",seed_r1,t_826068114504826881,24,0,0,original
RT {{MENTION}}: FREE SHIPPING HAND Cut Three Dimentional Cross Wall Hanging by gr8byz {{URL}} #etsymntt #gifts,Selling Vintage Postcards and coins from all over the world! Follow my Etsy store on FB as well {{URL}},following_25,t_772401732110413827,290,0,0,original
{{MENTION}} Huge private collection of coins (gold; silver; bronze; sovereigns; cabinets etc auction Sat. 26 Aug {{URL}} {{URL}},"Lincoln's leading auction house. Auctioneers of Antiques, Collectors and General; House and Estate Clearances; Probate Work and Valuations. Tel: 01522 690444",following_0,t_900313486248554496,349,0,0,original
#Stonehenge Campsite wins David Bellamy Bronze Award at first attempt - The awards are 4 working closely with nature {{URL}},"Beautiful multi Gold #award winning campsite, 5 #Luxury #Glamping Pods from £25 - £75 pn Closest to STONEHENGE, Longleat & Bath. Great pub walks - 500+ Reviews",follower_69,t_118697706708402176,194,0,0,original
{{MENTION}} You must be shaken up. Glad you are back home safe.,"Putting words down on stone and sometimes paper. Stonecutter, artist, author.",follower_0,t_1480280182535634954,155,0,0,original
"RT {{MENTION}}_odessit: И тут у кацапов стало мокреть ""ниже ватерлинии""😎 Момент предельного сближения и пересечение курса крейсером USS Chancell…",,follower_117,t_1137212985070501890,236,0,0,original
We are open bank holiday Monday 9am-5pm. We have a few spaces remaining if you fancy some time out. #TakeTimeToRelax {{URL}},Vita Skin Spa offers luxurious Spa Rituals & Essential Beauty Treatments. Based in Salisbury since 2005. New sister spa opened in Winchester in March 2020,follower_13,t_1124569568549191680,204,0,0,original
RT {{MENTION}}: {{URL}} Excited to share this from my #etsy shop: Multi Color Peach and Ivory Fringed Scarf with Match…,{{URL}} #Cactus #Succulents #jewelry #gardening #seeds #etsy #medicinalplants #houseplants #gardens #thrifters,follower_53,t_1329108096254283778,60,0,0,original
It's wonderful to give (and receive!) a delicious chocolate Easter egg. Here we reveal some of the best available this year. {{URL}} {{URL}},The go-to magazine for interiors and antiques inspiration,following_13,t_1362809174472687620,565,0,0,original
"How many of us have 'keepsakes' and have absolutely no idea of the origin or worth of the item? We are excited to have John Benjamin joining us as our 'Watches & Jewellery Specialist' on our Valuation Day. For more information about the event, visit: {{URL}} {{URL}}",Antiques Valuer and TV Broadcaster / Journalist. Chairman of The Hoard Limited Ltd. Email ericknowles{{MENTION}}.com,following_4,t_1402715118547374083,478,0,0,original
RT {{MENTION}}: Crossrail release first 2 books in series of 10 exploring UK's biggest archaeology programme {{URL}} https:/…,Senior Specialist {{MENTION}} #rarebooks #raremaps #19thcenturyphotographs #SothebysBooks FRGS Member of Royal Photographic Society Historical Group,follower_28,t_724349181566042114,940,0,0,original
A fake friend is worse than a real enemy.,just tweeting my life ,follower_55,t_747196918414082048,153,0,0,original
RT {{MENTION}}: Happy to share I have received a grant from the Pulitzer Center ({{MENTION}}) for a series of stories I'm reporting fr…,Writer. Reader. Chocolate eater. Coffee drinker. Professional procrastinator. #TxAuthors {{URL}},follower_26,t_1420440484607139842,339,0,0,original
How Is Mammoth Ivory Jewelry Handcrafted? Though mammoth ivory is usually associated with raw and carved.. {{URL}},I love Art especially Carved legal ivory,seed_0,t_464170099692535808,11,1,0,original
RT {{MENTION}}: #Sculptures-And-Statues #art {{URL}} Japanese Netsuke Japanese Ivory carving of an old ... {{URL}},First online Watch Collectors Catalogue Raisonné it's awesome! Get yours now,follower_48,t_740124186497175552,89,1,0,original
RT {{MENTION}}: Looking forward to another creative collaboration with a very special school {{MENTION}} making time thisafternoon to deve…,"Vintage, Antique, Retro Furniture and Interiors.Based on a farm in {{URL}} at {{URL}}",following_22,t_1039730589866319873,368,0,0,original
When bae starts acting up {{URL}},I buy shit I don’t want to sell it to people that DO want it for more ... so I can buy shit I want.,follower_16,t_491293048761233409,208,0,0,original
Tasty times! Nothing better. MT {{MENTION}}: Notification: Strawberry Night at the Market - Wolfville @ Wed 13 Jul 2016 4pm - 7pm,"The Atlantic Fall Fair returns to Halifax Exhibition Centre, Oct 6-10 2016. Celebrate agriculture & fisheries in Atlantic Canada!",follower_61,t_753260444983431168,564,0,0,original
Mammoth Ivory Masterpiece – Three Cats in A basket {{URL}},I love Art especially Carved legal ivory,seed_0,t_1158727662526853121,11,1,0,original
"This elegant French cartel clock was crafted by clockmaker Autray Fils, who were famous for their high quality works {{URL}} {{URL}}","Prestigious London gallery in the heart of Mayfair, dealing in a diverse range of 19th century antiques and artworks.",follower_35,t_880078551231471617,227,0,0,original
"RT {{MENTION}}: These places began as faith-based havens, where the Canadian government promised Mennonites – who had endured centuries o…","#SoulsHarbour co-founder & CEO. Serving 100,000+ meals yearly in Halifax, Bridgewater & Truro. #MissionMart 🛒 thrift store now open - 265 Susie Lake Crescent",follower_19,t_1465137192418922498,158,0,0,original
RT {{MENTION}}: #Vintage Chinese Foo Dogs. Pair Molded Ivory Resin Statues. Hong Kong #jewelry #ecochic #teamlove #wedding {{URL}},"Vintage shop owner, animal lover, roller derby fanatic.",follower_41,t_784249348632653824,61,0,0,original
Use the Facebook poll feature. This tool allows you to create a poll with as many different answers as you want for your friends to complete {{URL}},From trending post to viral video we make it happen. Go viral with our game changing #socialmediamarketing services. #smmpanel #socialmedia #allmarketingtrends,following_29,t_1192133686977683456,138,0,0,original
{{MENTION}}_and_A and St.Patrick's Day!,Antiquarian taste. Rare Furniture & Objects. Antiques Advisory Service. {{URL}},follower_115,t_445561992355794945,605,0,0,original
RT {{MENTION}}: Is this the worst of it? Darkest before dawn? Sunday is St Swithan's and the forecast is good. We live in hope,Edenbridge & Oxted show is a traditional country show on the August Bank Holiday weekend. A great family day out!,follower_66,t_223532650399404032,513,0,0,original
RT {{MENTION}}: #MalvinasArgentinas {{MENTION}} HONOR Y GLORIA #argentina🇦🇷 #argentina #riogallegos {{URL}},,follower_117,t_1378531302165598210,571,0,0,original
"RT {{MENTION}}: Breaking: 🚨 {{MENTION}} announced there will be signature audit in Cobb Co., GA based on info they did not verify signatu…",I am a proud and unrelenting Trump supporter. I follow all fellow Trump Deprorables.....MAGA! Check me out at Parler {{MENTION}} (IFB),following_35,t_1338648922034753539,211,0,0,original
Ivory tells the history of the world – it must never be banned {{URL}},"London's Specialist Auctioneers, previously known as 25 Blythe Road",follower_53,t_832545839029567488,74,0,0,original
RT {{MENTION}}: Travelers to acquire UK-based {{MENTION}}. Read more: {{URL}},"Love local business & businesses doing good. Passionate foodie. ex {{URL}}, now Chief Customer Officer at award-winning {{URL}}",follower_95,t_841279262711779330,196,0,0,original
{{MENTION}} Yay! We are now best friends,"Lover of vintage🍒 Fan of LOG, IT Crowd, Garth Marenghi, Psychoville, Father Ted, Partridge. Blonde but Not bubbly! 💋Creator of #NationalSilverFoxDay",following_23,t_1474326854505054212,931,0,0,original
RT {{MENTION}}: I'm thrilled to announce that we're hosting a fantastic giveaway on Savvy Gardening - for US AND Canadian... {{URL}},{{MENTION}} members raising funds and awareness for women-centered services and supports. {{URL}},follower_7,t_800707390115119104,552,0,0,original
"RT {{MENTION}}: Raw Diamond Engagement Ring, 14K Gold #etsy #jewelry #rings #diamondrings #engagementring #wedding #rawdiamond #graydiamon…","~Mother, Daughter & Granddaughter Team~ 10+ years! Mertityes Muses Broadcast #Music & Small Biz #Promotion We promote worldwide for FREE!",following_27,t_1504476805364793357,789,0,0,original
"Happy Halloween! Whether you’re trick-or-treating, driving to a small get-together, giving out candy, supervising trick-or-treaters or laying low for the night, please do it safely.",This account is not monitored 24/7. Call your local detachment to report a crime. Emergencies: 911. Français: {{MENTION}} Terms of use: {{URL}},following_15,t_1322517668344320001,393,0,0,original
"Today let’s visit the #RodinMuseum gardens, which currently displays 8 sculptures & a year round landscape of plants & flowers. The sculptures might be social distancing behind the gate, but the daffodils are currently in bloom out front. #MuseumFromHome {{URL}} {{URL}}",The Philadelphia Museum of Art is the cultural heart of a great city. NOW OPEN Thurs - Mon,following_21,t_1243251595162378245,572,0,0,original
"RT {{MENTION}}: This is correct. There is nothing wrong about this at all. This cultural tradition is greater, and German history longer…",That bloke in every Stephen King film who gets hideously murdered two thirds in after discovering the horrifying truth via the medium of consulting microfiche.,following_2,t_1448691987541020672,547,0,0,original
"Vintage mid century blue and white Delft posy vase, 1953, Blue Delft vase {{URL}} #vintagevase #vase #vintage #midcentury #delft #delftware #delftblue #bluewhitepottery #1950s {{URL}}","Lover of all things vintage and retro; 20th century design;Art Deco;danish design; photographer; antiques, living a simple vintage life;",follower_64,t_996483677554167814,1020,0,0,original
We’ve been fairly lucky this winter so far would be better of its shorter and not longer… {{URL}},"Things to do, see, eat and drink in Halifax Nova Scotia Canada, if you have an event let me know - info{{MENTION}}.com",following_41,t_1216009449820901376,202,0,0,original
RT {{MENTION}}: Discover new landscapes with my collection! {{URL}} #Austria #landscapephotography #landscapelovers #al…,self taught / own style painting / own style jewelry / own style website,follower_38,t_1520952016784465921,590,0,0,original
"RT {{MENTION}}: The colors remind me of forest, lakes and clouds. Would this work in your kitchen? Could you give these as a housewarming gif…","Selling antiques, vintage collectables and jewellery online and at our stall in Whitchurch Antiques Emporium #antiques, #collectables, #silverware, #jewellery",follower_101,t_1039042334607007745,890,0,0,original
RT {{MENTION}}_Blog: WAVE Ivan Bilibin's illustration clearly inspired by #Hokusai... #art #graphicdesign #artnouveau {{URL}},"Representing 5,000 years of history and tradition, from China, Japan, & Korea. Mings offers a collection of unique antiques, art & fine furnishings.",follower_55,t_534416871186247681,930,0,0,original
"What a find, an original Biba Twiggy Mannequin Head c1960's and priced at £125 {{URL}}","decorative antiques, eclectic interiors, furniture, industrial design, brocante, folk, art, the weird & the wonderful for inside and outside, come take a look.",follower_43,t_174166173464788992,932,0,0,original
"RT {{MENTION}}: “So, yes, I suppose I am asking you to conjure a fantasy world. But for the purpose of illustration, imagine, or remember…","#FBR Pre/Perinatal Psychologist, Ecoactivist; Author of Planetmates; Psychology of Apocalypse, Funny God; Who To Be; Falls from Grace; 8 more at {{URL}}",follower_32,t_1545148112565673987,169,0,0,original
France : Communiqué officiel de Natacha Rey et vidéo. {{URL}} via {{MENTION}}_io,"""CATALAN-NISSART ET PIED-NOIR ""! Chevalier de la SAINTE ALLIANCE État Pied-Noir, Fédération des Deux Rives, Volontaire pour la France",follower_29,t_1486426869054509066,1001,0,0,original
{{MENTION}} Is this what your new Sleeper trains will look like? #eastjapanrailway #shikishima #Scotland #Yesplease {{URL}},"Love local business & businesses doing good. Passionate foodie. ex {{URL}}, now Chief Customer Officer at award-winning {{URL}}",follower_95,t_864906910771838977,196,0,0,original
"Martyn Jones ~ A snapshot 📸 All three of the photographed artworks are currently housed at Trinity House Paintings ~ Broadway. To enquire or view the gallery, please contact us via our website link in the bio. 🎨 #fineartuk #martynjones {{URL}}","Modern and Impressionist Paintings #London, #NewYork, #Cotswolds",follower_116,t_1560606326824263681,591,0,0,original
"Anyone getting married? Look at the stones on that beauty? Are you worth it? seller {{URL}} on eBay - 
won't last at the price listed for. 18Kt WGold approx.-6 grams of Gold {{URL}}","We are 3rd generation Brocante-Antique Import Dealers. Specializing in French, Dutch and fine items for the Ladies. We offer a variety Decor & Design services.",seed_r1,t_1152184503751860224,135,0,0,original
"{{MENTION}} so sorry for the inconvenience, but they both are in-stock now! {{URL}} {{URL}}","Aftosa has been serving the Ceramic Community for 30 years. We are your top resource of glazes, tile products and ceramic tools and supplies.",follower_38,t_818867502537052162,246,0,0,original
"The first of many little white churches Stephen Archibald paused to examine, and cemeteries he wandered, on a visit to Nova Scotia's far Eastern Shore: {{URL}} #NovaScotia #roadtrip #explore #architecture #design #landscape #noticing {{MENTION}} {{URL}}","Online magazine exploring everything local including food, film, music, design, people, and events. This is life in Halifax.",follower_77,t_1434577066679177216,333,0,0,original
RT {{MENTION}}_TD: Church & Wellesley branch is #Ready to celebrate our #LGBTQ2+ customers! #TDThanksYou #TheReadyCommitment #ForeverProud 💚…,Proud Canadian Banker #IloveTD .When I think of TD bank I think of it as #MyTD.My views are my own.,follower_49,t_1022641298401050631,518,0,0,original
"RT {{MENTION}}: ¡NUEVA ENTRADA! Empezamos este 2021 conociendo la historia del Palacio de Parque Florido, actual Museo Lázaro Galdiano.…","El Museo Lázaro Galdiano exhibe las colecciones artísticas de José Lázaro. Más de 12.000 piezas, desde joyas antiguas hasta lienzos de Goya #Madrid #museo #arte",following_20,t_1346078853865885700,811,0,0,original
"RT {{MENTION}}: “The culmination of all the prior voter suppression, redistricting, & voter registration manipulation previously, & now em…","#FBR Pre/Perinatal Psychologist, Ecoactivist; Author of Planetmates; Psychology of Apocalypse, Funny God; Who To Be; Falls from Grace; 8 more at {{URL}}",follower_32,t_1545149740765044736,169,0,0,original
"Anglo-Indian Shisham Wood &amp; Ivory Inlaid Side Table from Mysore, attributed to Ahmedali &amp; Brothers of Mysore (awarded a silver medal at the Calcutta Exhibition of 1884). £1,200: {{URL}}","Antiques Dealer, ex Bonhams. Writer & Blogger. Likes gin and backgammon. Unhealthy interest in second hand books and unreliable cars.",seed_r1,t_1121008745180536833,561,1,0,original
RT {{MENTION}}: #TarotTuesday The Two of Cups: look out for a mutually-advantageous partnership coming up. A win-win situation. {{URL}},"Antiques Dealer, ex Bonhams. Writer & Blogger. Likes gin and backgammon. Unhealthy interest in second hand books and unreliable cars.",follower_33,t_613719044944998402,561,0,0,original
"Please sign this petition regarding Ivory laws, we all know how devastating it would be if the laws go through. #antiques #ivory #ivorylaws #Petition 

{{URL}}",The Quality Auction House operated by Killens and serving North & Central Somerset. Please contact 01749 840770 and {{EMAIL}} for info,seed_r1,t_1022120306146770944,23,0,0,original
"Good Morning! ☕️ Apparently 4:30 is my new wake up time this week. I’ve been using the time to read a chapter in, Streets Paved With Gold, the story of {{MENTION}}, and reading & writing in my new, Beautiful Word Bible Journal on the book of Acts. #QuietTime {{URL}}","#SoulsHarbour co-founder & CEO. Serving 100,000+ meals yearly in Halifax, Bridgewater & Truro. #MissionMart 🛒 thrift store now open - 265 Susie Lake Crescent",follower_19,t_1324278395124015104,158,0,0,original
"RT {{MENTION}}: #NovaScotia View Park officially opened at Grand Pré: West Nova MP Greg Kerr, today officially... {{URL}} #Ki…","Finder of the best Nova Scotia experiences, Bay of Fundy & Annapolis Valley, Yarmouth & Acadian Shores and South Shore. Ask us for travel advice in Southwest NS",following_11,t_353201812024721409,765,0,0,original
{{MENTION}} Start and finish outside my work unit. Nice flat fast course and perfect for spring marathons! We are heavily involved with the event 👍,"Family run removals & storage firm based in Kent. Local, National, Domestic & Commercial moves. Fully insured, free quotes & advice.",follower_79,t_900089584138235905,301,0,0,original
Watch your fingers with this one... A 'Rexel Giant' heavy duty stapler. Made in Great Britain. It's heavy and over 30 cm in length. #vintageshowandsell {{URL}},"Vintage, Retro & UpCycled tweets & re-tweets. #VintageShop #VintageForSale ☛ #VintageShowAndSell every Wednesday 8pm-9pm UK.",following_28,t_1450907571217473539,845,0,0,original
10th February from 8-11pm: Come and meet The Group in #BurgessHill - A club for unattached men and women aged 50 or older. Visit {{URL}} for details and other locations {{URL}},"FREE Glossy A4 magazine, distributed monthly throughout MidSussex.17,000 copies at over 160 locations. 01273 835355. info{{MENTION}}.com. {{URL}}",follower_0,t_1223546532626075648,915,0,0,original
{{MENTION}} Lets see that in the Winter time... 😃,"Learning from my failures. Looking Graceful while stumbling and falling down, repeating process...Try again.",follower_59,t_1518378682452254724,624,0,0,original
{{MENTION}} thanks for your retweet 😊👍,Redcarpet madness NO DM PLS,following_40,t_736428298008461312,239,0,0,original
Track LIVE #YouTube Statistics for Andrei Avtonomov at {{URL}} {{MENTION}},{{URL}} {{URL}} {{URL}},follower_8,t_928928594373632000,670,0,0,original
"RT {{MENTION}}: Look at the paper cut for #ChineseNewYear of monkey, with ""monkeys"" everywhere {{URL}}","MA honours graduate in Asian Studies, business & language. Content mostly IoT Tech, Asian culture/business focused & 中文language orientated.你呢？",follower_26,t_692619435237101568,516,0,0,original
RT {{MENTION}}: New for subscribers: Deutsche Bank says bitcoin's gone from 'trendy to tacky.' Here's what it expects to happen next. Check out @…,,follower_35,t_1395647639249727488,141,0,0,original
RT {{MENTION}}: #Bridal #bolero #Ivory #White #Wedding #Bolero #shrug #Knit Bolero #mohair #wedding #Sweater bridal #coverup #Bridalshr…,"Artist, author, designer and builder. Lover of all things unanswerable. Follow and re-tweet. We do.",follower_51,t_1073215363083575296,59,0,0,original
"{{MENTION}} {{MENTION}} Love candles, I'll be there stocking up on Christmas presents! 🎄",Edenbridge & Oxted show is a traditional country show on the August Bank Holiday weekend. A great family day out!,follower_66,t_616262251780161536,513,0,0,original
"{{MENTION}} i am sorry you have been feeling gaggy, but your little 👅soooooooo cuuuuuuute! *kisses you*",1/2🐈1/2🧙‍♀️ Pagan& Opinionated Feminist. #Fibro & #ChronicPain warrior. 📚 #AmReading #scifi #UF #steampunk Petpals preserve sanity! #weeti & 😻{{MENTION}},follower_40,t_1544787048451739648,401,0,0,original
Sneak peaks. My midnight rose ruffle cushion will be available on my store from April #emmaconnollyfabric... {{URL}},Emma Connolly: Potter & Gardener. Tea drinker & shed hermit. Creating art from the seasons. #Britishflowers,follower_101,t_570535912947519488,373,0,0,original
"Before the ban, antique ivory figures among the top lots in British art sales' | via {{MENTION}} {{URL}}","London's Specialist Auctioneers, previously known as 25 Blythe Road",follower_53,t_1067445701255356416,74,0,0,original
"RT {{MENTION}}: Good morning {{MENTION}}, thanks for following us {{MENTION}}, loved your piece for {{MENTION}} on {{MENTION}}, #v…","A collective of young antiques dealers, auctioneers, restorers and service providers. Enabling and championing young talent. {{URL}}",following_2,t_463308065136467968,148,0,0,original
"RT {{MENTION}}: A superb 19th century Vienna ivory and enamel table casket. 16in tall. Fine Antique 16 September. Estimate: £20,000-30,0…",antiques and art valuer and dealer with established Nationwide business. Television expert on Dickinsons Real Deal and Secret Dealers for ITV,seed_r1,t_1434759226103156741,1104,1,0,original
{{MENTION}} 👌😁 brilliant,,following_22,t_1081983356768784391,270,0,0,original
"""Post something--mine or another's--on this topic on FB, Twitter, LinkedIn, Instagram,or wherever in your social media. Do a *tiny* bit of consciousness-raising, *your* part. That’s all that’s needed. Free, now. Click link. See Price $0.00, click “Buy” {{URL}} #","#FBR Pre/Perinatal Psychologist, Ecoactivist; Author of Planetmates; Psychology of Apocalypse, Funny God; Who To Be; Falls from Grace; 8 more at {{URL}}",follower_32,t_1541097203892092930,169,0,0,original
Acrylic seascape {{URL}} {{URL}},Emma Connolly: Potter & Gardener. Tea drinker & shed hermit. Creating art from the seasons. #Britishflowers,follower_101,t_734820300840308736,373,0,0,original
